"codigo-da-ocorrencia";"classificacao-da-ocorrencia";"data-e-hora-da-ocorrencia";"latitude-da-ocorrencia";"longitude-da-ocorrencia";"cidade-da-ocorrencia";"uf-da-ocorrencia";"pais-da-ocorrencia";"aerodromo-da-ocorrencia";"investigacao-da-aeronave-foi-liberada";"status-da-investigacao";"numero-do-relatorio-de-divulgacao";"relatorio-de-divulgacao-foi-publicado";"dia-da-divulgacao-da-publicacao";"total-de-recomendacoes";"total-de-aeronaves-envolvidas";"ocorrencia-na-saida-da-pista";"tipo-de-ocorrencia";"tipo-de-categoria-da-ocorrencia";"taxonomia-do-tipo-de-icao";"matricula-da-aeronave";"categoria-do-operador-de-aeronave";"tipo-de-aeronave";"fabricante-da-aeronave";"modelo-de-aeronave";"tipo-de-aeronave-icao";"aeronave-motor-tipo";"aeronave-motor-quantidade";"aeronave-pmd";"categoria-pmd-aeronave";"quantidade-de-assentos-na-aeronave";"ano-de-fabricacao-da-aeronave";"pais-fabricante-da-aeronave";"pais-de-registro-da-aeronave";"registro-da-categoria-da-aeronave";"registro-segmento-da-aeronave";"voo-de-origem-do-acidente";"voo-destino-do-acidente";"fase-de-operacao-da-aeronave";"tipo-de-operacao-da-aeronave";"nivel-de-dano-da-aeronave";"total-de-fatalidades-no-acidente";"fator-do-acidente";"aspecto-do-fator-da-ocorrencia";"fator-condicionante";"area-do-fator";"numero-da-recomendacao";"dia-da-assinatura-de-recomendacao";"dia-do-encaminhamento-da-recomendacao";"conteudo-da-recomendacao";"status-da-recomendacao";"orgao-de-recomendacao"
45857;ACIDENTE;18/05/2012 10:17;-235066666;-466338888;SÃO PAULO;SP;BRASIL;SBMT;***;FINALIZADA;A-596/CENIPA/2018;SIM;08/04/2019;1;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PTYLN;***;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;621;621;2;1995;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;MANOBRA;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-596/CENIPA/2018-01;08/04/2019;08/04/2019 00:00;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE Investigação, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAÇÃO DE ASAS ROTATIVAS SOBRE OS RISCOS INERENTES AOS TREINAMENTOS DE AUTORROTAÇÃO.;CUMPRIDA;ANAC
45859;INCIDENTE GRAVE;19/05/2012 13:40;***;***;AMARGOSA;BA;BRASIL;SNAZ;SIM;FINALIZADA;IG-114/CENIPA/2013;SIM;21/10/2013;2;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTGMA;***;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;BIMOTOR;2495;2495;6;1977;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0;;;;;IG-114/CENIPA/2013-RSV001;21/10/2013;06/12/2013 00:00;Implantar medidas que assegurem que o operador da aeronave adote os adequados mecanismos de Supervisão Gerencial, no âmbito técnico, visando o adequado acompanhamento dos serviços de manutenção realizados em suas aeronaves.;NÃO CUMPRIDA;ANAC
45866;ACIDENTE;20/05/2012 19:35;-2,15E+11;-5,16E+11;DRACENA;SP;BRASIL;****;SIM;FINALIZADA;A-115/CENIPA/2013;SIM;21/07/2014;1;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PPGRZ;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO AR;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-115/CENIPA/2013 - RSV 001;21/07/2014;14/08/2014 00:00;Atuar junto ao Aeroclube de Tupi Paulista, SP, a fim de que sejam revisados os procedimentos de preparação dos voos de instrução, com especial atenção aos limites de peso e balanceamento das aeronaves.;CUMPRIDA;ANAC
45900;ACIDENTE;02/06/2012 12:29;-2,31E+11;-4,66E+11;SÃO PAULO;SP;BRASIL;SBMT;SIM;FINALIZADA;A-043/CENIPA/2014;SIM;23/04/2014;1;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTKRF;***;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;MONOMOTOR;1200;1200;4;1975;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;VOO A BAIXA ALTURA;INSTRUÇÃO;DESTRUÍDA;1;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL;A-043/CENIPA/2014 - RSV 001;23/04/2014;16/06/2014 00:00;Atuar junto aos aeroclubes, a fim de tornar obrigatória a confecção de uma regulamentação específica sobre a realização de voos por sócios, com acompanhamento operacional por parte do setor de operações, visando à garantia da segurança operacional.;CUMPRIDA;ANAC
45932;INCIDENTE GRAVE;06/06/2012 14:05;***;***;GOIÂNIA;GO;BRASIL;SBGO;SIM;FINALIZADA;IG-543/CENIPA/2017;SIM;27/07/2018;1;1;SIM;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PRCMF;***;AVIÃO;HAWKER BEECHCRAFT;C90GT;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;7;2006;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-543/CENIPA/2012 - 01;27/07/2018;27/07/2018 00:00;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes da não observância do constante no checklist apropriado a cada aeronave e nos regulamentos de tráfego aéreo, sobretudo em situações de emergência.;CUMPRIDA;ANAC
45934;ACIDENTE;14/06/2012 19:40;-25202777778;-4,41E+11;PAÇO DO LUMIAR;MA;BRASIL;SJHR;SIM;FINALIZADA;A-036/CENIPA/2013;SIM;22/08/2013;2;1;NÃO;OUTROS;OUTROS;OTHR;PTYCN;***;HELICÓPTERO;BELL HELICOPTER;206B;B06;TURBOEIXO;MONOMOTOR;1451;1451;5;1973;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;OPERAÇÃO DE SOLO;PRIVADA;SUBSTANCIAL;1;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-036/CENIPA/2013-RSV001;22/08/2013;05/11/2013 00:00;Intensificar as ações no sentido de garantir e exigir a capacitação do pessoal de apoio nos serviços de rampa dos helipontos registrados e homologados, tendo em vista a necessidade de procedimentos rígidos de segurança nas operações de helicópteros no solo, durante o embarque e desembarque de passageiros, e sobre a importância da utilização de pessoal devidamente qualificado e treinado para o desempenho das atividades operacionais de rampa.;NÃO CUMPRIDA;ANAC
46026;INCIDENTE GRAVE;22/06/2012 12:30;-1,59E+11;-4,77E+11;BRASÍLIA;DF;BRASIL;SIQE;SIM;FINALIZADA;IG-123/CENIPA/2013;SIM;15/05/2015;1;1;NÃO;POUSO ANTES DA PISTA;POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA;USOS;PTICD;***;AVIÃO;MITSUBISHI;MU-2B-20;MU2;TURBOÉLICE;BIMOTOR;4500;4500;7;1972;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;BOTELHO;POUSO;PRIVADA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-123/CENIPA/2013 – 001;15/05/2015;26/05/2015 00:00;Divulgar o conteúdo desse relatório em seus diversos eventos de prevenção de acidentes aeronáuticos.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
46042;INCIDENTE GRAVE;02/07/2012 10:45;1,45E+11;-4,15E+11;ARACATU;BA;BRASIL;****;SIM;FINALIZADA;IG-126/CENIPA/2013;SIM;15/05/2015;3;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRARZ;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3968;3968;11;2003;BRASIL;BRASIL;AVIÃO;PARTICULAR;MARACÁS;AEROPORTO ESTADUAL DE JUNDIAÍ;CRUZEIRO;PRIVADA;NENHUM;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-126/CENIPA/2013 – 001;15/05/2015;26/05/2015 00:00;Atuar, junto ao operador da aeronave a fim de certificar-se do adequado preenchimento do Livro de Bordo da aeronave de matrícula PR-ARZ, com base no que dispõe a IAC 3151.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
46048;ACIDENTE;24/04/2012 16:40;-2,34E+11;-4,65E+11;GUARULHOS;SP;BRASIL;SBGR;SIM;FINALIZADA;A-504/CENIPA/2019;SIM;28/06/2019;1;1;SIM;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRJHM;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1973;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;GOVERNADOR ANDRÉ FRANCO MONTORO;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;A-504/CENIPA/2019 - 01;28/06/2019;28/06/2019 00:00;REALIZAR UMA AUDITORIA NA FRETAX TÁXI AÉREO LTDA., A FIM DE ASSEGURAR-SE DA CONFORMIDADE DA MANUTENçãO DE SUAS AERONAVES, EM ESPECIAL NO TOCANTE AOS PNEUS E RODAS DO TREM DE POUSO.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
46049;INCIDENTE GRAVE;23/05/2012 20:20;26988888889;-5,83E+11;ITAPIRANGA;AM;BRASIL;****;SIM;FINALIZADA;IG-116/CENIPA/2013;SIM;24/04/2015;1;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PPMZZ;***;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;EC 135T1;EC35;TURBOEIXO;BIMOTOR;2835;2835;7;1998;BRASIL;BRASIL;HELICÓPTERO;MÚLTIPLA;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-116/CENIPA/2013 – 001;24/04/2015;26/05/2015 00:00;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de asas rotativas.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
46092;ACIDENTE;09/07/2012 17:00;-2,33E+11;-4,77E+11;BOITUVA;SP;BRASIL;****;SIM;FINALIZADA;A-003/CENIPA/2014;SIM;17/02/2014;7;1;NÃO;COM LANÇAMENTO DE PESSOAS;OUTROS | COM LANÇAMENTO DE PESSOAS;OTHR;PTOQR;***;AVIÃO;CESSNA AIRCRAFT;208;C208;TURBOÉLICE;MONOMOTOR;3629;3629;10;1992;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;1;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;292/2012;31/08/2012;20/08/2012 00:00;Criar requisitos no RBAC 105 que propiciem a adequada separação entre aeronaves e paraquedistas durante os voos de lançamento.;NÃO CUMPRIDA;ANAC
46093;ACIDENTE;06/07/2012 13:50;-1,47E+11;-4,32E+11;ESPINOSA;MG;BRASIL;****;SIM;FINALIZADA;A-597/CENIPA/2016;SIM;04/12/2018;2;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PTENG;***;AVIÃO;EMBRAER;EMB-820C NAVAJO;PA31;TURBOÉLICE;BIMOTOR;3175;3175;5;1977;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;GUANAMBI;BARREIRAS;VOO A BAIXA ALTURA;ESPECIALIZADA;DESTRUÍDA;1;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-597/CENIPA/2016 - 01;04/12/2018;04/12/2018 00:00;Atuar, junto ao operador, a fim de assegurar que ele adote mecanismos gerenciais que prevejam o devido planejamento de etapas, pousos e decolagens, de acordo com o que preconizam os manuais das aeronaves e a legislação em vigor.;CUMPRIDA;ANAC
46152;ACIDENTE;12/07/2012 20:15;-2,30E+11;-4,43E+11;ANGRA DOS REIS;RJ;BRASIL;****;SIM;FINALIZADA;A-521/CENIPA/2016;SIM;27/10/2017;1;1;NÃO;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;CFIT;PTMAB;***;AVIÃO;EMBRAER;EMB-121A1;E121;TURBOÉLICE;BIMOTOR;5670;5670;7;1979;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;ANGRA DOS REIS;VOO A BAIXA ALTURA;TÁXI AÉREO;DESTRUÍDA;3;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-521/CENIPA/2016 - 01;27/10/2017;27/10/2017 00:00;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar pilotos e operadores, sobretudo os da aviação executiva que atuam na região litorânea dos estados de São Paulo e Rio de Janeiro, sobre a importância do respeito aos requisitos mínimos de operação e às regras de voo visual.;CUMPRIDA;ANAC
46170;ACIDENTE;22/07/2012 16:00;-2,09E+11;-4,85E+11;BEBEDOURO;SP;BRASIL;SDBB;SIM;FINALIZADA;A-594/CENIPA/2018;SIM;11/03/2019;2;1;NÃO;COM COMANDOS DE VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO;SCF-NP;PPFJF;***;PLANADOR;INDÚSTRIA PARANAENSE DE ESTRUTURAS;IPE-02B;GLID;SEM TRAÇÃO;SEM TRAÇÃO;565;565;2;1989;BRASIL;BRASIL;PLANADOR;INSTRUÇÃO;BEBEDOURO;BEBEDOURO;APROXIMAÇÃO FINAL;INSTRUÇÃO;SUBSTANCIAL;1;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-594/CENIPA/2018 - 01;11/03/2019;11/03/2019 00:00;ATUALIZAR O MMA 58-6 - MANUAL DE CURSO DE INSTRUTOR DE VOO-INVA, DE 1 DE JULHO DE 1992, COM VISTAS AO APRIMORAMENTO DO PROCESSO DE INSTRUçãO DA AVIAçãO CIVIL BRASILEIRA, TENDO COMO BASE AS MELHORES PRáTICAS E ENSINAMENTOS ADQUIRIDOS PELOS PROFISSIONAIS DA AVIAçãO AO LONGO DOS ANOS, BEM COMO OS PRINCíPIOS DA SEGURANçA DE VOO.;CUMPRIDA;ANAC
46172;ACIDENTE;24/07/2012 19:10;-2,30E+11;-4,34E+11;RIO DE JANEIRO;RJ;BRASIL;****;SIM;FINALIZADA;A-503/CENIPA/2019;SIM;06/08/2019;1;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PRLDS;***;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;BIMOTOR;3052;3052;3;1973;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;JACAREPAGUÁ;JACAREPAGUÁ;RETA FINAL;ESPECIALIZADA;DESTRUÍDA;0;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-503/CENIPA/2019 - 01;06/08/2019;06/08/2019 00:00;ATUAR JUNTO à LASA PROSPECçõES S.A., A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.;AGUARDANDO RESPOSTA;ANAC
46187;INCIDENTE GRAVE;21/07/2012 11:35;-58138888889;-4,25E+11;BARRO DURO;PI;BRASIL;****;SIM;FINALIZADA;IG-551/CENIPA/2014;SIM;02/09/2014;4;1;NÃO;COM ROTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR;SCF-PP;PRRVC;***;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2012;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;PICOS;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;PROJETO;ASPECTO DE PROJETO;***;FATOR MATERIAL;285/D/12;31/07/2012;08/08/2012 00:00;Assegurar-se, com base na análise das falhas prematuras dos semi mancais laminados do rotor de cauda dos helicópteros Esquilo, das adequadas condições para a manutenção da Aeronavegabilidade Continuada dos modelos AS350 B3e e AS355 NP.;CUMPRIDA;ANAC
46199;ACIDENTE;05/08/2012 15:00;-45033333333;-6,55E+11;TEFÉ;AM;BRASIL;****;SIM;FINALIZADA;A-023/CENIPA/2013;SIM;26/07/2013;3;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PRHRY;***;HELICÓPTERO;BELL HELICOPTER;212;B212;TURBOEIXO;BIMOTOR;5080;5080;16;1992;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-023/CENIPA/2013-RSV001;26/07/2013;12/08/2013 00:00;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de asas rotativas.;CUMPRIDA;ANAC
46201;ACIDENTE;01/08/2012 16:20;-26758333333;-6,37E+11;ALTO ALEGRE;RR;BRASIL;****;SIM;FINALIZADA;A-130/CENIPA/2013;SIM;15/08/2014;1;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTKGC;***;AVIÃO;CESSNA AIRCRAFT;U206F;C206;PISTÃO;MONOMOTOR;1633;1633;6;1974;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SURUCUCU;HAXIU;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-130/CENIPA/2013 - RSV 001;15/08/2014;17/09/2014 00:00;Tendo em vista os fatos levantados durante a investigação e as ações tomadas pelo operador após o acidente, realizar auditoria técnica na Roraima Taxi Aéreo.;NÃO CUMPRIDA;ANAC
46202;ACIDENTE;28/07/2012 10:45;-21.8;-4,34E+11;JUIZ DE FORA;MG;BRASIL;****;SIM;FINALIZADA;A-004/CENIPA/2014;SIM;15/07/2014;1;1;NÃO;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;CFIT;PRDOC;***;AVIÃO;HAWKER BEECHCRAFT;B200;BE20;TURBOÉLICE;BIMOTOR;5670;5670;11;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;FRANCISCO DE ASSIS;APROXIMAÇÃO FINAL;PRIVADA;DESTRUÍDA;8;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-004/CENIPA/2014 - 001;15/07/2014;11/08/2014 00:00;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves que operam segundo o RBAC 135 e 91.;CUMPRIDA;ANAC
46209;INCIDENTE GRAVE;04/08/2012 10:10;***;***;ALTAMIRA;PA;BRASIL;****;SIM;FINALIZADA;IG-131/CENIPA/2013;SIM;21/10/2013;2;1;NÃO;OUTROS;OUTROS;OTHR;PTVQW;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1993;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;;;;;366/2012;21/10/2013;12/03/2013 00:00;Realizar vistoria na pista do aeródromo Aéreo Amazônia/PA (SSXN) com a finalidade de verificar a interferência na faixa preparada, de uma vala de escoamento de águas pluviais, situada ao longo da lateral da pista, longitudinalmente, a 10 metros do centro da pista, do lado esquerdo, no sentido 07/25.;NÃO CUMPRIDA;ANAC
46219;INCIDENTE;06/08/2012 22:02;***;***;BRASÍLIA;DF;BRASIL;SBBR;***;FINALIZADA;***;NÃO;;4;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PROAT;REGULAR;AVIÃO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107;1992;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;SUBSTANCIAL;0;;;;;367/D/12;29/09/2012;08/10/2012 00:00;Atuar junto à AVIANCA LINHAS AÉREAS, visando modificar a *Minimum Equipament List* (MEL) da aeronave F.28 Mk.0100, de forma a tornar a aeronave não aeronavegável com falha do Sistema Anti-Skid, tendo em vista as restrições existentes quanto ao uso do reverso.;CUMPRIDA;ANAC
46255;ACIDENTE;18/08/2012 12:40;-2,28E+11;-4,74E+11;SANTA BÁRBARA D'OESTE;SP;BRASIL;****;***;FINALIZADA;A DEFINIR;SIM;08/04/2019;2;2;NÃO;COLISÃO DE AERONAVES EM VOO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO;MAC;PTNIR;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4;1976;BRASIL;BRASIL;AVIÃO;PARTICULAR;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA;CRUZEIRO;PRIVADA;DESTRUÍDA;2;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-502/CENIPA/2018 - 01;08/04/2019;25/04/2019 00:00;Analisar a pertinência de publicar um documento similar ao Collision Avoidance Strategies and Tactics (estudo produzido pela Aircraft Owners and Pilots Association - AOPA), no intuito de transmitir a pilotos e operadores da aviação civil brasileira conhecimentos acerca de estratégias e táticas para evitar colisões de aeronaves.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
46256;ACIDENTE;20/08/2012 17:50;-1,99E+11;-4,40E+11;BELO HORIZONTE;MG;BRASIL;SBPR;SIM;FINALIZADA;A-523/CENIPA/2015;SIM;02/05/2017;3;1;NÃO;POUSO ANTES DA PISTA;POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA;USOS;PTHZE;***;HELICÓPTERO;HELIBRAS;HB-350B;AS50;TURBOEIXO;MONOMOTOR;1950;1950;6;1980;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;CARLOS PRATES;CARLOS PRATES;APROXIMAÇÃO FINAL;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A - 523/CENIPA/2015 - 01;02/05/2017;11/05/2017 00:00;Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta institua de forma permanente uma postura conservativa na condução da instrução aérea, normatizando critérios claros para esse fim, orientando seus instrutores a atuarem de forma efetiva durante o treinamento de emergências à baixa altura, além de assegurar uma margem de segurança capaz de evitar que o voo se aproxime do ponto de irreversibilidade do acidente.;AGUARDANDO RESPOSTA;ANAC
46260;ACIDENTE;14/08/2012 19:50;-1931500;-42001388;TARUMIRIM;MG;BRASIL;****;SIM;FINALIZADA;A-535/CENIPA/2013;SIM;09/03/2018;1;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PTKCS;***;AVIÃO;CESSNA AIRCRAFT;172M;C172;PISTÃO;MONOMOTOR;1043;1043;4;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;***;***;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;INFLUÊNCIA DO MEIO AMBIENTE;***;***;***;A-535/CENIPA/2017 - 01;09/03/2018;09/03/2018 00:00;Divulgar os ensinamentos colhidos e os procedimentos operacionais apresentados na presente investigação, a fim de alertar pilotos e operadores sobre a importância da redução de probabilidade e severidade de colisões com aves, sobretudo quando se utilizando aeronaves reguladas pelos RABC-23 (aviões categoria normal, utilitária e acrobática) e RBAC-27, uma vez que tais equipamentos não necessitam cumprir critérios de certificação de capotas ou para-brisas.;CUMPRIDA;ANAC
