"codigo-da-ocorrencia";"classificacao-da-ocorrencia";"data-e-hora-da-ocorrencia";"latitude-da-ocorrencia";"longitude-da-ocorrencia";"cidade-da-ocorrencia";"uf-da-ocorrencia";"pais-da-ocorrencia";"aerodromo-da-ocorrencia";"investigacao-da-aeronave-foi-liberada";"status-da-investigacao";"numero-do-relatorio-de-divulgacao";"relatorio-de-divulgacao-foi-publicado";"dia-da-divulgacao-da-publicacao";"total-de-recomendacoes";"total-de-aeronaves-envolvidas";"ocorrencia-na-saida-da-pista";"tipo-de-ocorrencia";"tipo-de-categoria-da-ocorrencia";"taxonomia-do-tipo-de-icao";"matricula-da-aeronave";"categoria-do-operador-de-aeronave";"tipo-de-aeronave";"fabricante-da-aeronave";"modelo-de-aeronave";"tipo-de-aeronave-icao";"aeronave-motor-tipo";"aeronave-motor-quantidade";"aeronave-pmd";"categoria-pmd-aeronave";"quantidade-de-assentos-na-aeronave";"ano-de-fabricacao-da-aeronave";"pais-fabricante-da-aeronave";"pais-de-registro-da-aeronave";"registro-da-categoria-da-aeronave";"registro-segmento-da-aeronave";"voo-de-origem-do-acidente";"voo-destino-do-acidente";"fase-de-operacao-da-aeronave";"tipo-de-operacao-da-aeronave";"nivel-de-dano-da-aeronave";"total-de-fatalidades-no-acidente";"fator-do-acidente";"aspecto-do-fator-da-ocorrencia";"fator-condicionante";"area-do-fator";"numero-da-recomendacao";"dia-da-assinatura-de-recomendacao";"dia-do-encaminhamento-da-recomendacao";"conteudo-da-recomendacao";"status-da-recomendacao";"orgao-de-recomendacao"
44538;ACIDENTE;23/05/2011 10:50;26955555556;-6,08E+11;BOA VISTA;RR;BRASIL;****;SIM;FINALIZADA;A-044/CENIPA/2013;SIM;27/08/2013;3;1;NÃO;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP;PTOSG;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;1992;BRASIL;BRASIL;AVIÃO;PARTICULAR;BARRA DO VENTO;ATLAS BRASIL CANTANHEDE;DECOLAGEM;PRIVADA;DESTRUÍDA;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-044/CENIPA/2013-RSV001;27/08/2013;05/12/2013 00:00;Reavaliar o Programa de Treinamento aplicado aos tripulantes da Mega Linhas Aéreas, principalmente no que diz respeito aos abnormal procedures e emergency procedures.;NÃO CUMPRIDA;ANAC
44539;ACIDENTE;22/05/2011 15:30;-1,67E+11;-493925;GOIÂNIA;GO;BRASIL;****;SIM;FINALIZADA;A-091/CENIPA/2012;SIM;29/08/2012;3;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PTVQF;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1992;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;LEVE;0;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;357/2012;29/08/2012;16/10/2012 00:00;Divulgar o conteúdo do presente relatório aos proprietários e operadores da Aviação Geral, enfatizando a importância do adequado controle do combustível e cálculo da autonomia para a realização dos voos.;CUMPRIDA;ANAC
44541;ACIDENTE;17/05/2011 01:32;***;***;SÃO PEDRO;SP;BRASIL;****;***;FINALIZADA;A DEFINIR;SIM;04/09/2018;3;1;NÃO;DESORIENTAÇÃO ESPACIAL;OUTROS | DESORIENTAÇÃO ESPACIAL;OTHR;PTIFS;***;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1905;1905;6;1972;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;INSTRUÇÃO;SUBSTANCIAL;4;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-548/CENIPA/2017 - 01;04/09/2018;04/09/2018 00:00;Avaliar a pertinência de atualizar o Manual do Curso de Piloto Comercial - Avião, a fim de adaptá-lo à atual realidade da Aviação Civil Brasileira e, em aproveitamento, inserir em seu Plano Curricular disciplinas relacionadas à fisiologia humana e aos efeitos das condições de voo sobre os tripulantes.;CUMPRIDA;ANAC
44545;ACIDENTE;24/05/2011 13:43;-48833333333;-6,54E+11;COARI;AM;BRASIL;****;SIM;FINALIZADA;A-531/CENIPA/2016;SIM;04/12/2018;2;1;SIM;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PTSHU;***;AVIÃO;EMBRAER;EMB-110P1;E110;TURBOÉLICE;BIMOTOR;5670;5670;21;1987;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;TEFÉ;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-531/CENIPA/2016 - 01;04/12/2018;04/12/2018 00:00;Atuar junto ao operador no sentido de incrementar a manutenção do treinamento de seus pilotos, notadamente no tocante à coordenação de cabine, visando garantir o cumprimento de todos os itens de checklist previstos.;CUMPRIDA;ANAC
44549;ACIDENTE;04/02/2011 14:00;-1,38E+11;-4,45E+11;CORIBE;BA;BRASIL;SDKE;;FINALIZADA;A-036/CENIPA/2012;SIM;22/03/2012;4;1;NÃO;OUTROS;OUTROS;OTHR;PTNDN;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-710C;P28B;PISTÃO;MONOMOTOR;1361;1361;4;1976;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA MARIA DA VITÓRIA;CORIBE;CORRIDA APÓS POUSO;PRIVADA;LEVE;1;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;156/2012;22/03/2012;20/04/2012 00:00;Realizar inspeção no aeródromo de Coribe, BA (SDKE), visando certificar se as suas atuais condições de infraestrutura permitem a operação segura das aeronaves.;CUMPRIDA;ANAC
44564;INCIDENTE;26/05/2011 20:35;;;BELO HORIZONTE;MG;BRASIL;****;***;FINALIZADA;***;NÃO;;2;1;NÃO;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC;PPLOC;PARTICULAR;HELICÓPTERO;EUROCOPTER FRANCE;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2010;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;NENHUM;0;;;;;358/D/11;06/02/2012;06/02/2012 00:00;Divulgar o resultado da presente apuração junto aos pilotos envolvidos, destacando a importância de conhecer as normas ATS vigentes (ICA 100-4/2007), a utilização adequada e correta da fraseologia padrão, nos termos do Cap 15 da ICA 100-12/2009.;AGUARDANDO RESPOSTA;DIVERSOS-AB
44577;ACIDENTE;24/05/2011 16:30;-13.64;-4,53E+11;CORRENTINA;BA;BRASIL;****;SIM;FINALIZADA;A-126/CENIPA/2012;SIM;28/12/2012;2;1;NÃO;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR;PTRGG;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;ORIÇANGA DE ABREU;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;376/2012;28/12/2012;05/03/2013 00:00;Divulgar o conteúdo do presente relatório aos operadores da aviação geral, enfatizando a importância da utilização de pistas de pouso homologadas ou registradas.;CUMPRIDA;ANAC
44579;ACIDENTE;04/06/2011 13:00;-82844444444;-3,60E+11;CARUARU;PE;BRASIL;****;SIM;FINALIZADA;A-533/CENIPA/2015;SIM;07/07/2015;1;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PPRTX;***;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PAUL;PISTÃO;MONOMOTOR;587;587;2;1946;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;OSCAR LARANJEIRAS;OSCAR LARANJEIRAS;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-533/CENIPA/2015 – 01;07/07/2015;21/08/2015 00:00;Atuar, junto a BRASFLIGHT ESC. BRASILEIRA DE AVIAÇÃO CIVIL LTDA. de modo a garantir que esta esteja executando práticas operacionais adequadas no âmbito da instrução em voo.;CUMPRIDA;ANAC
44597;INCIDENTE GRAVE;03/06/2011 19:00;-48833333333;-6,54E+11;COARI;AM;BRASIL;****;SIM;FINALIZADA;IG-518/CENIPA/2016;SIM;23/06/2016;1;1;NÃO;COM TRANSPORTE DE CARGA;OUTROS | COM TRANSPORTE DE CARGA;OTHR;PROMK;***;HELICÓPTERO;SIKORSKY AIRCRAFT;S-61N;S61;TURBOEIXO;BIMOTOR;8618;8618;21;1980;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;TÁXI AÉREO;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-518/CENIPA/2016 - 01;23/06/2016;14/07/2016 00:00;Realizar gestões junto à OMNI Táxi-Aéreo, de forma a garantir que a empresa enfatize, em seus treinamentos junto aos funcionários envolvidos com esse tipo de operação, a importância de se observar as instruções contidas no Manual de Carga Externa da empresa.;CUMPRIDA;ANAC
44611;INCIDENTE GRAVE;04/06/2011 14:00;2,28E+11;4,73E+11;AMERICANA;SP;BRASIL;****;SIM;FINALIZADA;IG-585/CENIPA/2014;SIM;03/06/2016;1;1;SIM;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRVFE;***;AVIÃO;CESSNA AIRCRAFT;172RG;C72R;PISTÃO;MONOMOTOR;1202;1202;4;1982;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-585/CENIPA/2014 – 01;03/06/2016;14/07/2016 00:00;Tendo em vista os fatos observados e relatados neste relatório, atuar junto à oficina Cheyenne Manutenção de Aeronaves Ltda., para que esta assegure que todas as ações de manutenção efetuadas estejam em acordo com as melhores práticas aplicadas nesta atividade.;CUMPRIDA;ANAC
44647;ACIDENTE;18/06/2011 19:07;-1,29E+11;-383225;SALVADOR;BA;BRASIL;SBSV;SIM;FINALIZADA;A-115/CENIPA/2012;SIM;17/10/2012;5;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PTBKW;***;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;MONOMOTOR;726;726;2;1969;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DEPUTADO LUÍS EDUARDO MAGALHÃES;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;LEVE;0;INFLUÊNCIA DO MEIO AMBIENTE;***;***;***;448/2012;17/10/2012;01/11/2012 00:00;Atuar junto à Administração Aeroportuária do Aeródromo de Salvador a fim de implementar campanha junto às comunidades que habitam os locais discriminados como focos atrativos e com potencial atrativo de aves, visando esclarecer sobre a temática do risco aviário e as correspondentes medidas preventivas.;CUMPRIDA;ANAC
44649;INCIDENTE GRAVE;20/06/2011 17:20;-1,29E+11;-383225;SALVADOR;BA;BRASIL;****;SIM;FINALIZADA;IG-589/CENIPA/2016;SIM;28/06/2019;1;1;NÃO;COM COMANDOS DE VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO;SCF-NP;PTBXF;***;AVIÃO;CESSNA AIRCRAFT;150E;C150;PISTÃO;MONOMOTOR;726;726;2;1965;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;NENHUM;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-589/CENIPA/2016 - 01;28/06/2019;28/06/2019 00:00;ATUAR JUNTO à TBA - TECNOLOGIA BRASILEIRA AERONáUTICA, A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES CESSNA, MODELO 150E, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS RESPECTIVOS MANUAIS TéCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;AGUARDANDO RESPOSTA;ANAC
44652;INCIDENTE GRAVE;19/06/2011 13:00;***;***;NOVO HAMBURGO;RS;BRASIL;SSNH;***;FINALIZADA;A DEFINIR;SIM;04/12/2018;5;1;SIM;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE;PTRHR;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;MONOMOTOR;1157;1157;4;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-521/CENIPA/2018 - 01;04/12/2018;04/12/2018 00:00;ATUAR NO AERóDROMO DE NOVO HAMBURGO (SSNH), A FIM DE QUE SEJA AVERIGUADO SE AQUELE CAMPO OFERECE CONDIçõES SEGURAS DE OPERAçãO, DE ACORDO COM A LEGISLAçãO EM VIGOR.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
44656;INCIDENTE GRAVE;18/06/2011 09:06;-1,98E+11;-4,07E+11;ARACRUZ;ES;BRASIL;****;SIM;FINALIZADA;IG-551/CENIPA/2016;SIM;28/10/2019;1;1;SIM;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE;PPIME;***;AVIÃO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;7;2009;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-551/CENIPA/2016 - 01;28/10/2019;28/10/2019 00:00;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DA EXECUçãO DE UMA APROXIMAçãO ESTABILIZADA, VISANDO GARANTIR A MANUTENçãO DOS CORRETOS PARâMETROS DE POUSO, FRENAGEM E PARADA DA AERONAVE COM SEGURANçA.;AGUARDANDO RESPOSTA;ANAC
44660;ACIDENTE;17/06/2011 21:49;-1,66E+11;-39095;PORTO SEGURO;BA;BRASIL;****;SIM;FINALIZADA;A-092/CENIPA/2012;SIM;07/08/2012;9;1;NÃO;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;CFIT;PROMO;***;HELICÓPTERO;EUROCOPTER FRANCE;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2008;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;PORTO SEGURO;CONDOMÍNIO JACUMÃ OCEAN RESORT;CRUZEIRO;PRIVADA;DESTRUÍDA;7;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;377/2012;07/08/2012;16/10/2012 00:00;Incrementar a fiscalização das aeronaves em operação no aeródromo de Porto Seguro, BA, visando identificar e coibir o movimento daquelas operadas por tripulantes com documentação (CHT e CCF) irregular.;CUMPRIDA;ANAC
44661;INCIDENTE GRAVE;17/06/2011 11:59;-2,31E+11;-4,34E+11;RIO DE JANEIRO;RJ;BRASIL;****;SIM;FINALIZADA;IG-011/CENIPA/2013;SIM;19/09/2013;10;1;NÃO;OUTROS;OUTROS;OTHR;PTMZC;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;64000;64000;154;1999;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;TANCREDO NEVES;SUBIDA;REGULAR;LEVE;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;125/D/11;01/08/2011;09/08/2011 00:00;Adequar o treinamento da manobra *UNRELIABLE SPEED INDICATOR / ADR CHECK PROC*, incluindo as fases de subida, cruzeiro, aproximação e pouso nas sessões de treinamento inicial e periódico nos seguintes equipamentos: A320, A330, A340.;***;TAM
44670;ACIDENTE;02/06/2011 10:00;***;***;JANAÚBA;MG;BRASIL;****;;FINALIZADA;A-537/CENIPA/2017;SIM;11/07/2011;1;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PTOVJ;***;AVIÃO;PIPER AIRCRAFT;PA-25-235;PA25;PISTÃO;MONOMOTOR;1315;1315;1;1993;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;;;;;A-537/CENIPA/2017 - 01;30/11/2017;30/11/2017 00:00;Realizar gestões junto à empresa Aviação Agrícola Antônio & Carmélia Ltda., a fim de garantir a conformidade dos procedimentos administrativos e operacionais adotados por esse operador, sobretudo no que diz respeito ao cumprimento do constante no item 5.2.1 da NSCA 3-13 e no Artigo 114 do Código Brasileiro de Aeronáutica e à execução das notificações de Ocorrências Aeronáuticas.;CUMPRIDA;ANAC
44775;ACIDENTE;01/07/2011 19:25;0.8033333333;-55905;ÓBIDOS;PA;BRASIL;****;SIM;FINALIZADA;A-104/CENIPA/2012;SIM;20/09/2012;5;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PPEJB;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1982;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;DESTRUÍDA;4;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;421/2012;20/09/2012;01/11/2012 00:00;Atuar junto à W&J Táxi-Aéreo Ltda., visando implantar uma política de segurança de voo na empresa, a fim de orientar seus tripulantes para uma atitude conservativa nas atividades aéreas.;CUMPRIDA;ANAC
44796;ACIDENTE;13/07/2011 09:54;-81522222222;3,49E+11;RECIFE;PE;BRASIL;SBRF;SIM;FINALIZADA;A-019/CENIPA/2013;SIM;18/07/2013;23;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRNOB;***;AVIÃO;AIRCRAFT INDUSTRIES;L410UVP-E20;L410;TURBOÉLICE;BIMOTOR;6600;6600;21;2010;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;AUGUSTO SEVERO;DECOLAGEM;REGULAR;DESTRUÍDA;16;ANSIEDADE;ASPECTO MÉDICO;***;FATOR HUMANO;A - 019/CENIPA/2013 - RSV 001;18/07/2013;08/08/2013 00:00;Estudar a viabilidade de estabelecer um treinamento em voo monomotor com a superfície do Auto Bank Control defletida, de modo a permitir ao piloto conhecer a reação da aeronave diante do funcionamento deste dispositivo.;AGUARDANDO RESPOSTA;LET
44817;ACIDENTE;12/07/2011 21:20;-87936111111;-6,39E+11;PORTO VELHO;RO;BRASIL;SWRO;SIM;FINALIZADA;A-019/CENIPA/2014;SIM;02/06/2014;2;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PPGRF;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE RONDÔNIA;AEROCLUBE DE RONDÔNIA;APROXIMAÇÃO FINAL;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-019/CENIPA/2014 - 001;02/06/2014;29/07/2014 00:00;"""Atuar junto ao Aeroclube de Rondônia, a fim de que seja observado o cumprimento do disposto no item 3.2 do MCA 58-3 - Manual do Curso de Piloto Privado - Avião: """"alertar os alunos para a necessidade de ser estabelecida uma programação contínua de voo, na qual os intervalos entre as missões da prática de voo não sejam superiores a oito dias consecutivos, a fim de se garantir a eficácia da instrução prática"""".""";CUMPRIDA;ANAC
44837;ACIDENTE;14/07/2011 10:30;-1,60E+11;-57635;CÁCERES;MT;BRASIL;SWKC;SIM;FINALIZADA;A-093/CENIPA/2012;SIM;29/08/2012;1;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PTNJC;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4;1976;BRASIL;BRASIL;AVIÃO;PARTICULAR;FAZENDA SOROTECA;CÁCERES;CIRCUITO DE TRÁFEGO;PRIVADA;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;360/2012;29/08/2012;16/10/2012 00:00;Divulgar o conteúdo do presente relatório aos operadores da aviação geral, enfatizando a importância do cálculo preciso da autonomia, visando atender o disposto na regulamentação e possuir o combustível suficiente para completar o voo planejado.;CUMPRIDA;ANAC
44838;ACIDENTE;14/07/2011 00:35;-14815;-3,90E+11;ILHÉUS;BA;BRASIL;SBIL;SIM;FINALIZADA;A-116/CENIPA/2012;SIM;17/10/2012;6;1;SIM;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTLHH;***;AVIÃO;MITSUBISHI;MU-2B-60;MU2;TURBOÉLICE;BIMOTOR;5250;5250;10;1981;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;DEPUTADO LUÍS EDUARDO MAGALHÃES;BAHIA - JORGE AMADO;POUSO;TÁXI AÉREO;LEVE;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;453/2012;17/10/2012;01/11/2012 00:00;Realizar auditoria técnica junto à Sete Táxi Aéreo, buscando se certificar da adequação dos procedimentos adotados pela manutenção, relacionados ao monitoramento sistemático do estado geral dos pneus das suas aeronaves modelo MU-2B-60.;CUMPRIDA;ANAC
44853;ACIDENTE;18/07/2011 12:50;2,34E+11;4,68E+11;CAJAMAR;SP;BRASIL;****;SIM;FINALIZADA;A-516/CENIPA/2016;SIM;23/06/2016;2;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PRRCE;***;HELICÓPTERO;ROBINSON HELICOPTER;R22;R22;PISTÃO;MONOMOTOR;621;621;2;2001;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;INSTRUÇÃO;***;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-516/CENIPA/2016 - 01;23/06/2016;14/07/2016 00:00;Analisar a viabilidade de Inserir, nos Manuais de Instrução de PPH e PCH, na Unidade Didática “Fenômenos característicos e técnicas de pilotagem”, o item “Rolagem Dinâmica”, descrevendo as condições que contribuem para sua ocorrência e os procedimentos a serem adotados pelo piloto numa situação inadvertida.;CUMPRIDA;ANAC
44855;ACIDENTE;15/07/2011 12:25;-26.55;-4,91E+11;JARAGUÁ DO SUL;SC;BRASIL;****;SIM;FINALIZADA;A-543CENIPA2015;SIM;11/11/2016;1;1;NÃO;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;CFIT;PRJGM;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2011;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;MINISTRO VICTOR KONDER;SUBIDA;PRIVADA;SUBSTANCIAL;3;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-543/CENIPA/2015 - 01;11/11/2016;14/12/2016 00:00;Verificar a conformidade do heliponto da empresa Nanete Têxtil Ltda. com relação aos requisitos de segurança para operação de helicópteros.;CUMPRIDA;ANAC
44878;ACIDENTE;22/07/2011 18:30;-641472;-4955778;CURIONÓPOLIS;PA;BRASIL;****;;FINALIZADA;A DEFINIR;NÃO;;1;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PTJEP;***;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;BIMOTOR;2268;2268;6;1973;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;DESTRUÍDA;0;;;;;326/D/11;06/02/2012;06/02/2012 00:00;Intensificar a fiscalização das operações da aviação geral, principalmente nos aspectos ligados ao controle dos pilotos e supervisão das operações, a fim de verificar a conformidade quanto aos requisitos de segurança operacional estabelecidos na legislação aplicável.;CUMPRIDA;ANAC
